point0,6.89117431641,6.40781831741,0.0,0.0,0.0,0.712730294722,0.701438184721
point1,6.9096903801,6.41707658768,0.0,0.0,0.0,0.999912856534,0.0132014899797
point2,6.8104968071,6.73551416397,0.0,0.0,0.0,-0.00441958221078,0.999990233599
point3,6.86430168152,6.5201177597,0.0,0.0,0.0,-0.705090587538,0.709117242326
point4,6.83860301971,4.69092988968,0.0,0.0,0.0,0.710924636864,0.703268199694
point5,6.85793066025,4.77351951599,0.0,0.0,0.0,-0.999999442891,0.00105556486741
point6,6.81971406937,4.57058382034,0.0,0.0,0.0,0.00133380770127,0.999999110478
point7,6.78283452988,4.63556337357,0.0,0.0,0.0,-0.701328274207,0.712838447194
point8,5.15045213699,4.68297195435,0.0,0.0,0.0,0.709993248729,0.704208482453
point9,5.13267183304,4.84049034119,0.0,0.0,0.0,0.999989481655,0.00458656517123
point10,5.09609508514,4.88721942902,0.0,0.0,0.0,-0.0110807680947,0.999938606405
point11,5.16923427582,4.79377841949,0.0,0.0,0.0,-0.709634693245,0.704569799341
point12,5.04775667191,3.86392641068,0.0,0.0,0.0,0.707753193788,0.706459777116
point13,4.9741153717,3.8459546566,0.0,0.0,0.0,0.999989822294,0.00451168580226
point14,4.96491003036,3.85559725761,0.0,0.0,0.0,-0.00443959563754,0.999990144947
point15,5.0385518074,3.83652973175,0.0,0.0,0.0,-0.710028895584,0.704172540956
point16,4.99528264999,3.01137280464,0.0,0.0,0.0,0.704347199893,0.70985563462
point17,4.9860959053,3.01159143448,0.0,0.0,0.0,0.999990877228,0.00427147059585
point18,5.00403261185,3.00218582153,0.0,0.0,0.0,0.000874133438941,0.999999617945
point19,5.0415930748,3.03877019882,0.0,0.0,0.0,-0.704461030584,0.709742669133
point20,5.01694107056,0.963854789734,0.0,0.0,0.0,0.704612829693,0.709591967423
point21,5.00779724121,0.954819560051,0.0,0.0,0.0,-0.999999320922,0.00116539959907
point22,4.96244668961,1.02855813503,0.0,0.0,0.0,-0.00436975456257,0.999990452577
point23,5.04350328445,0.899465680122,0.0,0.0,0.0,-0.703435771268,0.710758830899
point24,6.66729736328,1.39071261883,0.0,0.0,0.0,0.703845285642,0.710353302153
point25,6.64850902557,1.24386239052,0.0,0.0,0.0,0.999990532441,0.00435143983394
point26,6.59274435043,1.25354754925,0.0,0.0,0.0,-0.0187377016059,0.999824433858
point27,6.64673519135,1.11528587341,0.0,0.0,0.0,-0.706681479944,0.707531826778
point28,5.35109043121,-0.8075953722,0.0,0.0,0.0,0.712857020433,0.701309395644
point29,5.3856253624,-1.01771879196,0.0,0.0,0.0,0.999990186624,0.00443019820085
point30,5.3128528595,-0.971520662308,0.0,0.0,0.0,0.000552544819332,0.999999847347
point31,5.36791324615,-0.962849736214,0.0,0.0,0.0,-0.706132488976,0.708079732807
point32,4.53669834137,0.0704857185483,0.0,0.0,0.0,0.707573589834,0.706639664164
point33,4.43540620804,-0.0109517350793,0.0,0.0,0.0,0.999990385627,0.00438504896263
point34,4.54485797882,-0.0301992446184,0.0,0.0,0.0,-0.00437605292404,0.999990425035
point35,4.50818872452,-0.0383186936378,0.0,0.0,0.0,-0.691096380779,0.722762611425
point36,2.54977941513,5.31875419617,0.0,0.0,0.0,0.713660858205,0.700491384291
point37,2.56792902946,5.24484443665,0.0,0.0,0.0,0.99999094067,0.00425659231302
point38,2.48590826988,5.27418422699,0.0,0.0,0.0,0.0107522865623,0.999942192496
point39,2.3864364624,5.16539573669,0.0,0.0,0.0,-0.703010560752,0.711179408779
point40,1.76016664505,4.77347278595,0.0,0.0,0.0,0.717789221436,0.6962604639
point41,1.72369909286,4.69219398499,0.0,0.0,0.0,-0.999941555174,0.0108113938276
point42,1.71428465843,4.78370475769,0.0,0.0,0.0,-0.00216859722273,0.99999764859
point43,1.71498465538,4.66444396973,0.0,0.0,0.0,-0.694511744044,0.719481366948
point44,2.6911380291,3.98137784004,0.0,0.0,0.0,0.721434664467,0.692482508736
point45,2.63769960403,4.03672218323,0.0,0.0,0.0,-0.999810146633,0.0194851402189
point46,2.55619907379,4.01104784012,0.0,0.0,0.0,-0.0094271904926,0.999955563052
point47,2.67363357544,3.99059534073,0.0,0.0,0.0,-0.70829259035,0.705918980093
point48,2.68751859665,2.99723434448,0.0,0.0,0.0,0.710103166461,0.704097644494
point49,2.73313117027,2.96957588196,0.0,0.0,0.0,-0.99991913847,0.0127167810737
point50,2.75982451439,2.98705005646,0.0,0.0,0.0,-0.0013690447429,0.999999062858
point51,2.65232634544,3.0339422226,0.0,0.0,0.0,-0.704600293012,0.709604415916
point52,2.94254231453,0.984304785728,0.0,0.0,0.0,0.719398474184,0.694597606778
point53,2.92361307144,1.00234115124,0.0,0.0,0.0,-0.99968715219,0.0250119520661
point54,2.84347510338,0.977204084396,0.0,0.0,0.0,-0.0093663078169,0.999956135177
point55,2.89783620834,1.20714867115,0.0,0.0,0.0,-0.696829139039,0.71723716509
point56,2.47244215012,-0.32063382864,0.0,0.0,0.0,0.717324129975,0.696739616037
point57,2.48184633255,-0.268336832523,0.0,0.0,0.0,0.999992653572,0.00383311904123
point58,2.44811820984,0.025120107085,0.0,0.0,0.0,0.00259488276961,0.999996633286
point59,2.55157375336,-0.348231673241,0.0,0.0,0.0,-0.712117404771,0.70206039756
point60,1.57669889927,0.125969409943,0.0,0.0,0.0,0.709358413468,0.704847956117
point61,1.6117939949,0.0725260972977,0.0,0.0,0.0,-0.999946619461,0.0103323873565
point62,1.51464664936,0.0919135808945,0.0,0.0,0.0,-0.0130172190447,0.999915272415
point63,1.38167858124,0.015441775322,0.0,0.0,0.0,-0.705986623068,0.708225167619
point64,-0.178102493286,0.0626680850983,0.0,0.0,0.0,0.716791359884,0.697287707045
point65,-0.2223508358,-0.0154539942741,0.0,0.0,0.0,0.999955888787,0.00939257578688
point66,-0.222381830215,-0.0682101249695,0.0,0.0,0.0,0.0194613716185,0.999810609573
point67,-0.2751288414,0.0294001698494,0.0,0.0,0.0,-0.704265900029,0.709936294365
point68,5.02958583832,0.474677562714,0.0,0.0,0.0,-0.419329283506,0.907834209531
